,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,c1,c2,c3,depart_delay,mem_l,N,compute_cycles,compute_cycles_per_period,mem_cycles,MWP_without_BW,MWP_peak_BW,MWP,CWP_without_OCC,CWP,shm_insts,exec_rounds,abe
14,BlackScholes,1900,5000,584.6564,0.38,9507.71362577865,5363.13995714,14474.04543515944,4606.121605635487,9507.71362577865,4.366465372911379,584.5904485719492,56.727104000000004,157.29911361607142,7.86463881310139,11692.280036510268,334.7046172624108,20.87823030614104,334.7046172624108,75.3315061841242,56.727104000000004,0.0,564.1042419510786,0.7727886465317653
4,BlackScholes,1600,4000,589.112,0.4,9523.521210333422,5647.5603648,14373.023362831545,4589.268750846067,9523.521210333422,4.742408922118768,589.0448497489216,56.79936,157.29889140625,7.864548270809792,11781.49064174107,310.5198536347187,21.037316062461485,310.5198536347187,75.89875190101277,56.79936,0.0,563.3866297085037,0.686307112304887
9,BlackScholes,1800,4500,589.112,0.4,9532.054195506205,5571.566053200001,14415.293043311709,4596.93420246393,9532.054195506205,4.661188644206967,589.0417958194541,56.85344,157.29940703125,7.864758371747012,11781.153446732142,315.9289618923324,21.037206993551933,315.9289618923324,75.89636273321507,56.85344,0.0,562.8507263588623,0.7108393052311599
18,BlackScholes,2000,5000,589.112,0.4,9523.704660130341,5650.091565999999,14459.909116925912,4598.589537021937,9523.704660130341,4.593045201011911,588.6969561276613,56.816959999999995,157.25951729910716,7.848533599584472,11795.604615999999,320.42845778981405,21.02489129027362,320.42845778981405,76.00725436899818,56.816959999999995,0.0,563.2121113132417,0.6855841270679935
13,BlackScholes,1900,4500,594.0626666666667,0.4222222222222222,9543.325835882066,5915.339777880001,14403.78610337905,4605.335229021857,9543.325835882066,4.920229256663943,594.0013588503508,56.893824,157.29869866071428,7.864469735607157,11880.729901828869,301.8158950854969,21.214334244655387,301.8158950854969,76.52974056991425,56.893824,0.0,562.4512073577616,0.6133182867311637
0,BlackScholes,1700,4000,594.6815,0.425,9551.536023465284,6010.13834592,14362.27102975883,4607.795384448715,9551.536023465284,5.038820166595406,594.6156999244548,56.941824,157.2994978794643,7.864795390551634,11892.585424628905,295.0173256164352,21.236274997301958,295.0173256164352,76.60472592062547,56.941824,0.0,561.977080326756,0.589237297665431
17,BlackScholes,2000,4500,599.0133333333333,0.4444444444444444,9570.877631437295,6220.981342800001,14402.47554690253,4629.250469863327,9570.877631437295,5.179131844629793,598.9468104937813,57.037248,157.29950401785715,7.864797891833243,11979.206270714285,289.11544852581096,21.390957517635048,289.11544852581096,77.15539759969217,57.037248,0.0,561.0368859311025,0.538483577436601
8,BlackScholes,1800,4000,600.251,0.45,9569.211909964708,6369.393751559999,14365.27701196674,4637.721303014672,9569.211909964708,5.335201967713081,600.1835835142859,57.018816,157.29944877232143,7.864775380349009,12003.972431925224,281.2375178795494,21.435127982653068,281.2375178795494,77.31287029683129,57.018816,0.0,561.2182476745922,0.5023740536720634
12,BlackScholes,1900,4000,605.8205,0.475,9586.331784387456,6760.06319924,14379.77389562103,4679.255443728076,9586.331784387456,5.631543957531086,605.748086941732,57.092416,157.29906573660716,7.864619303834253,12115.47621907366,268.9085317942261,21.633860247919,268.9085317942261,78.02192102882977,57.092416,0.0,560.4947599344894,0.4180831601493309
16,BlackScholes,2000,4000,611.39,0.5,9606.746422871423,7132.244262,14403.792763221483,4731.845327260832,9606.746422871423,5.927987657391294,611.3213586602784,57.186624,157.2994598214286,7.864779882636812,12226.72737565848,257.81150113312657,21.832905666438513,257.81150113312657,78.72898514425067,57.186624,0.0,559.5714130633065,0.34694579573716555
27,backpropBackward,1600,5500,564.8087272727273,0.2909090909090909,2067.942454738445,12203.442182968753,13727.987396352784,2245.890810082982,2067.942454738445,2.283668646885405,398.519510633426,61.948096,26.94873695722657,0.8044098645656784,13350.902242082075,436.27116304389125,14.232839665479501,436.27116304389125,496.4184778037213,61.948096,0.0,151.13112942624926,0.830544331367056
23,backpropBackward,1700,5500,568.8592727272727,0.3090909090909091,2070.0949327597114,12279.723301015621,13781.986380086228,2320.1270084455045,2070.0949327597114,2.3896261331597044,400.54655389376427,61.952383999999995,26.94889641157227,0.8044181049022139,13418.752664955833,419.04730235367197,14.305234067634439,419.04730235367197,498.9332904776618,61.952383999999995,0.0,151.12066896869885,0.8314216955858851
