,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,mem_del,mem_lat,shm_del,shm_lat,compute_del,compute_lat,sm_del,sm_lat,insts,abe
49,matrixMulShared,1328,715,329.04234965034965,1.8573426573426572,128349.62545365035,138648.52223680503,39174.92870500597,138941.35422686936,100561.9072,89600.0,27458.675904,6992.0,128020.583104,96592.0,874.0,0.0742806098255029
50,mergeSort,607,715,300.9611643356643,0.848951048951049,5712.653805595504,7488.0430272375015,2136.980151573031,8101.497918837023,2130.1476699531254,1993.689208984375,3281.544971306714,899.0173070624999,5411.69264125984,2892.7065160468746,112.37716338281248,0.23709655716240938
51,mergeSort,810,715,308.8675174825175,1.132867132867133,5705.9148527871885,7560.9506868328135,2607.791172565129,8237.977518487149,2124.4673645839844,1993.689208984375,3272.5799707206866,899.0173070624999,5397.047335304671,2892.7065160468746,112.37716338281248,0.24534425773681062
52,mergeSort,1012,715,316.73492307692305,1.4153846153846155,5701.616021464966,7585.4924291685,3074.8625029592804,8373.628504617764,2119.7485870390624,1993.689208984375,3265.1325113489806,899.0173070624999,5384.881098388043,2892.7065160468746,112.37716338281248,0.24835255262525377
53,mergeSort,1202,715,324.13495804195804,1.681118881118881,5709.474272982149,7632.456954886312,3520.116363882793,8501.267515105546,2119.926310191406,1993.689208984375,3265.4130047487843,899.0173070624999,5385.339314940191,2892.7065160468746,112.37716338281248,0.25194805463960934
54,mergeSort,1328,715,329.04234965034965,1.8573426573426572,5719.0636978220955,7742.931682118501,3818.610020258795,8585.93754052971,2121.742276248047,1993.689208984375,3268.279071923699,899.0173070624999,5390.021348171746,2892.7065160468746,112.37716338281248,0.26138264773410297
55,nn,607,715,300.9611643356643,0.848951048951049,702.0338354883709,1848.1331023333335,401.07267115270656,5230.990207455715,56.0,0.0,219.27670228318783,167.69642590476192,275.27670228318783,167.69642590476192,20.96205323809524,0.6201389204045811
56,nn,810,715,308.8675174825175,1.132867132867133,718.9451032796615,2080.1169100800003,410.0775857971439,5231.217941819836,56.0,0.0,223.90176970964114,167.69642590476192,279.90176970964114,167.69642590476192,20.96205323809524,0.6543727423224441
57,nn,1012,715,316.73492307692305,1.4153846153846155,723.5177503789973,2131.4521737813334,406.7828273020742,5231.679105384359,56.0,0.0,221.9732608117364,167.69642590476192,277.9732608117364,167.69642590476192,20.96205323809524,0.66055173121927
58,nn,1202,715,324.13495804195804,1.681118881118881,730.7918876295258,2145.06516,406.6569295875678,5231.926000195027,56.0,0.0,221.76263410080003,167.69642590476192,277.7626341008,167.69642590476192,20.96205323809524,0.6593148304970252
59,nn,1328,715,329.04234965034965,1.8573426573426572,736.1545339131,2155.900021205334,407.1121842627503,5232.061972345255,56.0,0.0,221.91423166981795,167.69642590476192,277.9142316698179,167.69642590476192,20.96205323809524,0.6585395766629633
60,quasirandomGenerator,607,715,300.9611643356643,0.848951048951049,52568.59534033566,88600.52463136,9030.590113809867,77417.99005764075,56.0,0.0,52211.634176,35792.0,52267.634176,35792.0,4474.0,0.40667850942127376
61,quasirandomGenerator,810,715,308.8675174825175,1.132867132867133,53091.476989482515,89819.66965859999,12163.60250606736,79562.39017655457,56.0,0.0,52726.609472,35792.0,52782.609472,35792.0,4474.0,0.4089103512484456
62,quasirandomGenerator,1012,715,316.73492307692305,1.4153846153846155,52444.637131076925,88550.48813482666,15002.777620305125,81697.00556776155,56.0,0.0,52071.902208,35792.0,52127.902208,35792.0,4474.0,0.4077431052528485
63,quasirandomGenerator,1202,715,324.13495804195804,1.681118881118881,52722.481518041954,90461.33463768335,17904.445489124035,83701.06526679116,56.0,0.0,52342.34656,35792.0,52398.34656,35792.0,4474.0,0.4171821394277835
64,quasirandomGenerator,1328,715,329.04234965034965,1.8573426573426572,52330.67038165035,90320.44837073066,19625.95722438425,85029.34347610762,56.0,0.0,51945.628032,35792.0,52001.628032,35792.0,4474.0,0.4206110429517234
65,reduction,607,715,300.9611643356643,0.848951048951049,1809.9237546107497,945.0319198135156,111.79370542740901,775.0367243653934,117.33076232775879,106.10795593261719,1391.6318279473267,683.9464263916016,1508.9625902750854,790.0543823242188,85.4933032989502,0.91519854161953
66,reduction,810,715,308.8675174825175,1.132867132867133,1816.5387202803079,941.6635477101562,134.57858363950086,786.8053740208676,117.27594998937988,106.10795593261719,1390.3952528084105,683.9464263916016,1507.6712027977903,790.0543823242188,85.4933032989502,0.9290740569682092
67,reduction,1012,715,316.73492307692305,1.4153846153846155,1819.0720099010198,938.981714650547,156.77215789240591,798.5198461753938,117.04954592797853,106.10795593261719,1385.2875408961183,683.9464263916016,1502.3370868240968,790.0543823242188,85.4933032989502,0.9372816121110608
68,reduction,1202,715,324.13495804195804,1.681118881118881,1825.9092056336938,936.2044916761522,178.03685770637728,809.5292397474204,117.02565647961424,106.10795593261719,1384.7485911121214,683.9464263916016,1501.7742475917357,790.0543823242188,85.4933032989502,0.9503316015549564
69,reduction,1328,715,329.04234965034965,1.8573426573426572,1830.8508818653763,944.0466862837501,192.18688031876982,816.8336617078775,117.02711167443847,106.10795593261719,1384.7814205405882,683.9464263916016,1501.8085322150266,790.0543823242188,85.4933032989502,0.9393647670885223
70,scalarProd,607,715,300.9611643356643,0.848951048951049,12517.94073408026,18741.771898716997,12216.979569744597,147241.0725347086,694.226912,1974.0,1404.404272,1234.0,2098.631184,3208.0,154.25,0.33208339095530237
71,scalarProd,810,715,308.8675174825175,1.132867132867133,15451.787796717541,21139.45800623999,15142.920279235024,149873.08366240404,695.720384,1974.0,1407.6719039999998,1234.0,2103.392288,3208.0,154.25,0.2690546847437409
72,scalarProd,1012,715,316.73492307692305,1.4153846153846155,18420.271779403094,23660.912407748,18103.536856326173,152553.27112850995,697.671824,1974.0,1411.941544,1234.0,2109.6133680000003,3208.0,154.25,0.22148937192417004
73,scalarProd,1202,715,324.13495804195804,1.681118881118881,21195.297416618552,26029.975323828,20871.162458576593,155049.34236133474,698.777264,1974.0,1414.360184,1234.0,2113.137448,3208.0,154.25,0.18573501692042532
74,scalarProd,1328,715,329.04234965034965,1.8573426573426572,23013.449429197244,27804.323617727998,22684.407079546894,156697.87500586046,698.8517119999999,1974.0,1414.523072,1234.0,2113.3747839999996,3208.0,154.25,0.17230680574715002
75,scan,607,715,300.9611643356643,0.848951048951049,3841.2726523356646,5561.980353911154,2875.3221900939325,9678.384205016619,1660.451456,1512.0,1879.860032,504.0,3540.3114880000003,2016.0,63.0,0.30936961155669984
76,scan,810,715,308.8675174825175,1.132867132867133,4129.171142701643,5586.401611592307,3820.3036252191255,9946.155201324496,1654.323968,1512.0,1872.711296,504.0,3527.035264,2016.0,63.0,0.26085315203023973
77,scan,1012,715,316.73492307692305,1.4153846153846155,5058.448950988805,6435.542017993846,4741.714027911882,10211.162169870038,1645.383296,1512.0,1862.280512,504.0,3507.6638080000002,2016.0,63.0,0.2139824529394219
78,scan,1202,715,324.13495804195804,1.681118881118881,5971.1182081274665,7643.368883809616,5646.983250085508,10461.117670248383,1650.57248,1512.0,1868.3345600000002,504.0,3518.90704,2016.0,63.0,0.2187845047259664
79,scan,1328,715,329.04234965034965,1.8573426573426572,6580.8530096467175,8460.397322763078,6251.810659996368,10627.342072741583,1654.182272,1512.0,1872.5459839999999,504.0,3526.728256,2016.0,63.0,0.22215792490730454
85,sortingNetworks,607,715,300.9611643356643,0.848951048951049,3658.433396925234,3758.065788422969,3357.4722325895696,13879.275362717193,56.0,0.0,269.1024,80.0,325.1024,80.0,10.0,0.026511614513152204
86,sortingNetworks,810,715,308.8675174825175,1.132867132867133,4545.688103273894,4961.782856854687,4236.820585791376,14146.180022386246,56.0,0.0,271.59648,80.0,327.59648,80.0,10.0,0.08385992809136338
87,sortingNetworks,1012,715,316.73492307692305,1.4153846153846155,5426.7532712884995,6148.167790379999,5110.018348211576,14410.669511365526,56.0,0.0,273.2592,80.0,329.2592,80.0,10.0,0.11733813124298471
88,sortingNetworks,1202,715,324.13495804195804,1.681118881118881,6269.351313057869,7298.0763273425,5945.216355015911,14659.406000973813,56.0,0.0,275.04448,80.0,331.04448,80.0,10.0,0.1409583797350099
89,sortingNetworks,1328,715,329.04234965034965,1.8573426573426572,6833.1507579291,8074.286357907001,6504.10840827875,14825.31117303481,56.0,0.0,276.13248,80.0,332.13248,80.0,10.0,0.1537145878858358
90,transpose,607,715,300.9611643356643,0.848951048951049,1171.5224443356642,1442.678748561914,865.7741329849904,3471.950314504181,539.936768,504.0,330.624512,96.0,870.56128,600.0,12.0,0.18795335031901103
91,transpose,810,715,308.8675174825175,1.132867132867133,1400.9162966489664,1528.7226572922366,1092.0487791664489,3539.2836314417123,543.772352,504.0,333.18156799999997,96.0,876.9539199999999,600.0,12.0,0.08360336653193086
92,transpose,1012,715,316.73492307692305,1.4153846153846155,1642.0226673957002,1657.2161652320315,1325.2877443187772,3606.2831387881383,549.3221120000001,504.0,336.881408,96.0,886.20352,600.0,12.0,0.009168084499226452
93,transpose,1202,715,324.13495804195804,1.681118881118881,1894.0979244461246,1862.4949315704105,1569.9629664041665,3669.306534225795,561.2199680000001,504.0,344.813312,96.0,906.0332800000001,600.0,12.0,0.01696809604151096
94,transpose,1328,715,329.04234965034965,1.8573426573426572,2062.7169357594166,2036.9596448414065,1733.674586109067,3711.1036490310003,567.906176,504.0,349.270784,96.0,917.17696,600.0,12.0,0.012644968683223715
95,vectorAdd,607,715,300.9611643356643,0.848951048951049,1625.1168501033674,1368.7957690146252,1324.155685767703,5733.615174145511,56.0,0.0,33.320608,8.0,89.320608,8.0,1.0,0.18726028154898794
96,vectorAdd,810,715,308.8675174825175,1.132867132867133,1992.2323485459942,1831.4564924053122,1683.3648310634767,5834.875327236188,56.0,0.0,34.120224,8.0,90.12022400000001,8.0,1.0,0.08778579060293687
97,vectorAdd,1012,715,316.73492307692305,1.4153846153846155,2360.95295328468,2317.0602356824993,2044.2180302077568,5935.682846527714,56.0,0.0,34.70496,8.0,90.70496,8.0,1.0,0.018943278610645153
98,vectorAdd,1202,715,324.13495804195804,1.681118881118881,2711.0059318408275,2777.1636819163127,2386.8709737988697,6030.172558131901,56.0,0.0,35.149664,8.0,91.149664,8.0,1.0,0.023822056476640468
99,vectorAdd,1328,715,329.04234965034965,1.8573426573426572,2942.7384703558478,3083.1860276507505,2613.6961207054983,6092.971681363248,56.0,0.0,35.379424,8.0,91.379424,8.0,1.0,0.04555273539622176
