,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,n_shm,tex_trans,fp_insts,dp_insts,int_insts,branch_insts
208,hotspot,1300,3600,6.929054054054054,2.9695945945945947,11.658783783783784,5.152209642074507,0.5545042745255656,0.4454957254744344,24.482446128560998,165.18309487143898,0.721129,125.93725,3.03326813271605,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
209,hotspot,1300,3900,6.929054054054054,2.9695945945945947,11.75,5.152209642074507,0.557702592470545,0.442297407529455,24.57366234477721,165.09187865522279,0.7204689999999999,123.75900000000001,2.794205982905983,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
210,hotspot,1500,2100,6.929054054054054,2.9695945945945947,11.64444850255661,5.152209642074507,0.5482041998945406,0.4517958001054594,24.468110847333822,165.19743015266616,0.721963,153.63214285714287,6.113962585034013,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
211,hotspot,1500,2600,6.929054054054054,2.9695945945945947,11.791910153396639,5.152209642074507,0.5447157976418856,0.4552842023581144,24.61557249817385,165.04996850182613,0.7216130000000001,142.86057692307693,4.895669378698225,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
212,hotspot,1500,3100,6.929054054054054,2.9695945945945947,12.092677136596055,5.152209642074507,0.5397053995954804,0.46029460040451964,24.916339481373267,164.74920151862673,0.7207180000000001,135.56370967741935,4.081880853277835,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
213,hotspot,1500,3600,6.929054054054054,2.9695945945945947,11.73036888239591,5.152209642074507,0.5488485543380673,0.45115144566193266,24.554031227173123,165.11150977282688,0.719964,130.29375,3.4999247685185186,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
214,hotspot,1500,3900,6.929054054054054,2.9695945945945947,12.038531775018262,5.152209642074507,0.5494839939874543,0.4505160060125457,24.862194119795472,164.80334688020451,0.719684,127.78038461538462,3.2240838264299803,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
240,matrixMulGlobal,700,2100,0.0,0.0,2562.7459716796875,4.000732421875,0.007067508025119765,0.9929324919748802,2566.7467041015625,6300.2532958984375,0.973397,123.759,2.85318253968254,0.0,4096.0,512.0,0.0,6800.0,4.15625
241,matrixMulGlobal,700,2600,0.0,0.0,2563.1011962890625,4.000732421875,0.007145323382897682,0.9928546766171024,2567.1019287109375,6299.8980712890625,0.9741989999999999,118.73226923076923,2.2846457100591717,0.0,4096.0,512.0,0.0,6800.0,4.15625
242,matrixMulGlobal,700,3100,0.0,0.0,2564.4296875,4.000732421875,0.006409946264794387,0.9935900537352056,2568.430419921875,6298.569580078125,0.9728379999999999,115.32706451612904,1.9048777315296566,0.0,4096.0,512.0,0.0,6800.0,4.15625
243,matrixMulGlobal,700,3600,0.0,0.0,2566.18505859375,4.000732421875,0.0067190337365605314,0.9932809662634394,2570.185791015625,6296.814208984375,0.974065,112.86775,1.6332982253086419,0.0,4096.0,512.0,0.0,6800.0,4.15625
244,matrixMulGlobal,700,3900,0.0,0.0,2563.912109375,4.000732421875,0.007047185294857823,0.9929528147051422,2567.912841796875,6299.087158203125,0.974102,111.69484615384616,1.5045724523339907,0.0,4096.0,512.0,0.0,6800.0,4.15625
245,matrixMulGlobal,900,2100,0.0,0.0,2563.7703857421875,4.000732421875,0.007206403405799075,0.992793596594201,2567.7711181640625,6299.2288818359375,0.9731479999999999,131.22728571428573,3.668377551020408,0.0,4096.0,512.0,0.0,6800.0,4.15625
246,matrixMulGlobal,900,2600,0.0,0.0,2562.5224609375,4.000732421875,0.00660139249743091,0.9933986075025691,2566.523193359375,6300.476806640625,0.9739049999999999,124.76434615384616,2.937401627218935,0.0,4096.0,512.0,0.0,6800.0,4.15625
247,matrixMulGlobal,900,3100,0.0,0.0,2563.4378662109375,4.000732421875,0.006464627504052427,0.9935353724959476,2567.4385986328125,6299.5614013671875,0.9735540000000001,120.38622580645162,2.449128511966701,0.0,4096.0,512.0,0.0,6800.0,4.15625
248,matrixMulGlobal,900,3600,0.0,0.0,2563.816650390625,4.000732421875,0.006960166499014051,0.9930398335009859,2567.8173828125,6299.1826171875,0.973958,117.22425000000001,2.099954861111111,0.0,4096.0,512.0,0.0,6800.0,4.15625
249,matrixMulGlobal,900,3900,0.0,0.0,2565.2034912109375,4.000732421875,0.006979025578135633,0.9930209744218643,2569.2042236328125,6297.7957763671875,0.9731790000000001,115.71623076923078,1.9344502958579881,0.0,4096.0,512.0,0.0,6800.0,4.15625
225,matrixMulGlobal,1100,2100,0.0,0.0,2564.091552734375,4.0013427734375,0.006637523275347438,0.9933624767246526,2568.0928955078125,6298.9071044921875,0.973741,138.69557142857144,4.483572562358277,0.0,4096.0,512.0,0.0,6800.0,4.15625
226,matrixMulGlobal,1100,2600,0.0,0.0,2561.4810791015625,4.000732421875,0.0057839041812387994,0.9942160958187612,2565.4818115234375,6301.5181884765625,0.973614,130.79642307692308,3.590157544378698,0.0,4096.0,512.0,0.0,6800.0,4.15625
227,matrixMulGlobal,1100,3100,0.0,0.0,2563.2022705078125,4.000732421875,0.006768636848710448,0.9932313631512896,2567.2030029296875,6299.7969970703125,0.972517,125.4453870967742,2.9933792924037457,0.0,4096.0,512.0,0.0,6800.0,4.15625
228,matrixMulGlobal,1100,3600,0.0,0.0,2562.0233154296875,4.000732421875,0.006353590805403906,0.9936464091945961,2566.0240478515625,6300.9759521484375,0.973202,121.58075000000001,2.5666114969135805,0.0,4096.0,512.0,0.0,6800.0,4.15625
229,matrixMulGlobal,1100,3900,0.0,0.0,2562.5157470703125,4.000732421875,0.006154083088992135,0.9938459169110079,2566.5164794921875,6300.4835205078125,0.9742930000000001,119.7376153846154,2.3643281393819855,0.0,4096.0,512.0,0.0,6800.0,4.15625
230,matrixMulGlobal,1300,2100,0.0,0.0,2562.9169921875,4.000732421875,0.006114934285832495,0.9938850657141675,2566.917724609375,6300.082275390625,0.975612,146.16385714285715,5.298767573696145,0.0,4096.0,512.0,0.0,6800.0,4.15625
231,matrixMulGlobal,1300,2600,0.0,0.0,2561.283447265625,4.0013427734375,0.005578303266367395,0.9944216967336326,2565.2847900390625,6301.7152099609375,0.973591,136.82850000000002,4.242913461538461,0.0,4096.0,512.0,0.0,6800.0,4.15625
