appName,coreF,memF,argNo,kernel,power/W
cfd,700,500,input00,cuda_compute_flux,40.933319999999995
cfd,700,600,input00,cuda_compute_flux,43.82381
cfd,700,700,input00,cuda_compute_flux,45.440380000000005
cfd,700,800,input00,cuda_compute_flux,46.406489999999984
cfd,700,900,input00,cuda_compute_flux,47.36285
cfd,800,1000,input00,cuda_compute_flux,51.82758000000002
cfd,800,500,input00,cuda_compute_flux,43.06010000000001
cfd,800,600,input00,cuda_compute_flux,46.63003999999997
cfd,800,700,input00,cuda_compute_flux,48.313859999999984
cfd,800,800,input00,cuda_compute_flux,49.56469000000001
cfd,800,900,input00,cuda_compute_flux,50.86113999999998
cfd,900,1000,input00,cuda_compute_flux,55.16345999999999
cfd,900,500,input00,cuda_compute_flux,45.824360000000006
cfd,900,600,input00,cuda_compute_flux,49.72936999999999
cfd,900,700,input00,cuda_compute_flux,51.43468999999998
cfd,900,800,input00,cuda_compute_flux,53.05718000000001
cfd,900,900,input00,cuda_compute_flux,54.21668999999999
conjugateGradient,1000,1000,input00,csrMv_kernel,54.04801000000001
conjugateGradient,1000,500,input00,csrMv_kernel,45.85674
conjugateGradient,1000,600,input00,csrMv_kernel,48.078700000000005
conjugateGradient,1000,700,input00,csrMv_kernel,49.7259
conjugateGradient,1000,800,input00,csrMv_kernel,51.198420000000006
conjugateGradient,1000,900,input00,csrMv_kernel,52.68630999999998
conjugateGradient,500,1000,input00,csrMv_kernel,44.83097
conjugateGradient,500,500,input00,csrMv_kernel,38.516999999999996
conjugateGradient,500,600,input00,csrMv_kernel,40.75882
conjugateGradient,500,700,input00,csrMv_kernel,41.84067999999999
conjugateGradient,500,800,input00,csrMv_kernel,42.80716
conjugateGradient,500,900,input00,csrMv_kernel,44.009330000000006
conjugateGradient,600,1000,input00,csrMv_kernel,45.28119000000001
conjugateGradient,600,500,input00,csrMv_kernel,39.26313
conjugateGradient,600,600,input00,csrMv_kernel,41.41062
conjugateGradient,600,700,input00,csrMv_kernel,42.07464999999999
conjugateGradient,600,800,input00,csrMv_kernel,42.90590999999999
conjugateGradient,600,900,input00,csrMv_kernel,44.300390000000014
conjugateGradient,700,1000,input00,csrMv_kernel,46.27413999999999
conjugateGradient,700,500,input00,csrMv_kernel,39.77765
conjugateGradient,700,600,input00,csrMv_kernel,41.93686
conjugateGradient,700,700,input00,csrMv_kernel,43.06189000000001
conjugateGradient,700,800,input00,csrMv_kernel,44.163529999999994
conjugateGradient,700,900,input00,csrMv_kernel,45.57214999999999
conjugateGradient,800,1000,input00,csrMv_kernel,48.60957000000001
conjugateGradient,800,500,input00,csrMv_kernel,41.701890000000006
conjugateGradient,800,600,input00,csrMv_kernel,44.094049999999996
conjugateGradient,800,700,input00,csrMv_kernel,45.25029999999999
conjugateGradient,800,800,input00,csrMv_kernel,46.192440000000005
conjugateGradient,800,900,input00,csrMv_kernel,47.70663000000001
conjugateGradient,900,1000,input00,csrMv_kernel,51.331109999999995
conjugateGradient,900,500,input00,csrMv_kernel,43.86543999999999
conjugateGradient,900,600,input00,csrMv_kernel,45.996490000000016
conjugateGradient,900,700,input00,csrMv_kernel,47.595909999999996
conjugateGradient,900,800,input00,csrMv_kernel,48.71427000000001
conjugateGradient,900,900,input00,csrMv_kernel,50.06297999999999
convolutionSeparable,1000,1000,input00,convolutionRowsKernel,58.968769999999985
convolutionSeparable,1000,500,input00,convolutionRowsKernel,48.323999999999984
convolutionSeparable,1000,600,input00,convolutionRowsKernel,50.692
convolutionSeparable,1000,700,input00,convolutionRowsKernel,52.821949999999994
convolutionSeparable,1000,800,input00,convolutionRowsKernel,54.92360000000001
convolutionSeparable,1000,900,input00,convolutionRowsKernel,56.85610000000001
convolutionSeparable,500,1000,input00,convolutionRowsKernel,47.310999999999986
convolutionSeparable,500,500,input00,convolutionRowsKernel,39.498
convolutionSeparable,500,600,input00,convolutionRowsKernel,41.870999999999995
convolutionSeparable,500,700,input00,convolutionRowsKernel,43.198869999999985
convolutionSeparable,500,800,input00,convolutionRowsKernel,44.96618
convolutionSeparable,500,900,input00,convolutionRowsKernel,46.61599999999999
convolutionSeparable,600,1000,input00,convolutionRowsKernel,48.47008999999999
convolutionSeparable,600,500,input00,convolutionRowsKernel,40.266299999999994
convolutionSeparable,600,600,input00,convolutionRowsKernel,42.60929
convolutionSeparable,600,700,input00,convolutionRowsKernel,43.553210000000014
convolutionSeparable,600,800,input00,convolutionRowsKernel,45.44616000000002
convolutionSeparable,600,900,input00,convolutionRowsKernel,46.66652000000001
convolutionSeparable,700,1000,input00,convolutionRowsKernel,49.8596
convolutionSeparable,700,500,input00,convolutionRowsKernel,40.96266
convolutionSeparable,700,600,input00,convolutionRowsKernel,43.09277000000001
convolutionSeparable,700,700,input00,convolutionRowsKernel,44.821360000000006
convolutionSeparable,700,800,input00,convolutionRowsKernel,46.71629000000001
convolutionSeparable,700,900,input00,convolutionRowsKernel,48.052609999999994
convolutionSeparable,800,1000,input00,convolutionRowsKernel,53.02025
convolutionSeparable,800,500,input00,convolutionRowsKernel,43.41282000000001
convolutionSeparable,800,600,input00,convolutionRowsKernel,45.492720000000006
convolutionSeparable,800,700,input00,convolutionRowsKernel,47.36997000000001
convolutionSeparable,800,800,input00,convolutionRowsKernel,49.27145
convolutionSeparable,800,900,input00,convolutionRowsKernel,51.12276
convolutionSeparable,900,1000,input00,convolutionRowsKernel,56.34838
convolutionSeparable,900,500,input00,convolutionRowsKernel,46.188380000000016
convolutionSeparable,900,600,input00,convolutionRowsKernel,48.35867000000001
convolutionSeparable,900,700,input00,convolutionRowsKernel,50.478909999999985
convolutionSeparable,900,800,input00,convolutionRowsKernel,52.58289000000001
convolutionSeparable,900,900,input00,convolutionRowsKernel,54.239920000000005
convolutionTexture,1000,1000,input00,convolutionRowsKernel,69.17559999999999
convolutionTexture,1000,500,input00,convolutionRowsKernel,53.60985999999999
convolutionTexture,1000,600,input00,convolutionRowsKernel,57.875550000000004
convolutionTexture,1000,700,input00,convolutionRowsKernel,61.13881999999998
convolutionTexture,1000,800,input00,convolutionRowsKernel,64.2132
convolutionTexture,1000,900,input00,convolutionRowsKernel,66.83165000000002
convolutionTexture,500,1000,input00,convolutionRowsKernel,48.52118
convolutionTexture,500,500,input00,convolutionRowsKernel,42.63917000000002
convolutionTexture,500,600,input00,convolutionRowsKernel,46.00655999999997
convolutionTexture,500,700,input00,convolutionRowsKernel,47.359519999999996
convolutionTexture,500,800,input00,convolutionRowsKernel,47.59671999999998
convolutionTexture,500,900,input00,convolutionRowsKernel,47.82139
convolutionTexture,600,1000,input00,convolutionRowsKernel,51.48505000000001
convolutionTexture,600,500,input00,convolutionRowsKernel,44.03504999999999
convolutionTexture,600,600,input00,convolutionRowsKernel,46.68679
convolutionTexture,600,700,input00,convolutionRowsKernel,48.81044
convolutionTexture,600,800,input00,convolutionRowsKernel,50.03110999999999
convolutionTexture,600,900,input00,convolutionRowsKernel,50.73912000000002
convolutionTexture,700,1000,input00,convolutionRowsKernel,55.208830000000006
convolutionTexture,700,500,input00,convolutionRowsKernel,45.24074
convolutionTexture,700,600,input00,convolutionRowsKernel,48.451769999999996
convolutionTexture,700,700,input00,convolutionRowsKernel,50.68062
convolutionTexture,700,800,input00,convolutionRowsKernel,52.65189
convolutionTexture,700,900,input00,convolutionRowsKernel,54.02149999999999
convolutionTexture,800,1000,input00,convolutionRowsKernel,60.09803999999999
convolutionTexture,800,500,input00,convolutionRowsKernel,47.88451000000002
convolutionTexture,800,600,input00,convolutionRowsKernel,51.58557999999999
convolutionTexture,800,700,input00,convolutionRowsKernel,54.11929
convolutionTexture,800,800,input00,convolutionRowsKernel,56.46567000000001
convolutionTexture,800,900,input00,convolutionRowsKernel,58.394040000000004
convolutionTexture,900,1000,input00,convolutionRowsKernel,65.25056000000001
convolutionTexture,900,500,input00,convolutionRowsKernel,51.20053999999999
convolutionTexture,900,600,input00,convolutionRowsKernel,55.03934999999998
convolutionTexture,900,700,input00,convolutionRowsKernel,58.08188999999999
convolutionTexture,900,800,input00,convolutionRowsKernel,60.73680000000001
convolutionTexture,900,900,input00,convolutionRowsKernel,63.05418
dxtc,1000,1000,input00,compress,74.02290000000002
dxtc,1000,500,input00,compress,72.7115
dxtc,1000,600,input00,compress,72.7636
dxtc,1000,700,input00,compress,73.09440000000002
dxtc,1000,800,input00,compress,73.54845000000002
dxtc,1000,900,input00,compress,73.71307999999999
dxtc,500,1000,input00,compress,45.27770000000001
dxtc,500,500,input00,compress,42.45787
dxtc,500,600,input00,compress,43.879439999999995
dxtc,500,700,input00,compress,44.14801000000001
dxtc,500,800,input00,compress,44.71608000000002
dxtc,500,900,input00,compress,44.77456000000001
dxtc,600,1000,input00,compress,48.64701000000001
dxtc,600,500,input00,compress,45.23330999999999
dxtc,600,600,input00,compress,47.32611
dxtc,600,700,input00,compress,47.473369999999996
dxtc,600,800,input00,compress,47.89953999999998
dxtc,600,900,input00,compress,48.27827
dxtc,700,1000,input00,compress,52.66535
dxtc,700,500,input00,compress,49.27785
dxtc,700,600,input00,compress,51.70300000000001
dxtc,700,700,input00,compress,51.75435999999998
dxtc,700,800,input00,compress,52.02142999999998
dxtc,700,900,input00,compress,52.187259999999995
dxtc,800,1000,input00,compress,59.22665000000002
dxtc,800,500,input00,compress,55.62593999999999
dxtc,800,600,input00,compress,58.17382000000001
dxtc,800,700,input00,compress,58.45219000000001
dxtc,800,800,input00,compress,58.48075000000001
dxtc,800,900,input00,compress,58.87040000000001
dxtc,900,1000,input00,compress,67.35502000000002
dxtc,900,500,input00,compress,65.14387999999998
dxtc,900,600,input00,compress,65.98585000000001
dxtc,900,700,input00,compress,66.34729000000002
dxtc,900,800,input00,compress,66.49714
dxtc,900,900,input00,compress,66.72980999999999
eigenvalues,1000,1000,input00,bisectKernel,35.468469999999996
eigenvalues,1000,500,input00,bisectKernel,33.814800000000005
eigenvalues,1000,600,input00,bisectKernel,34.05499999999999
