kernel,coreF,memF,real,predict
matrixMul(Global),700,600,381247.864200,410646.549928
matrixMul(Global),600,500,378894.732150,417058.489462
matrixMul(Global),500,400,381228.093062,426891.920292
matrixMul(Global),1000,800,383406.800938,410102.348667
matrixMul(Global),900,700,384129.506250,414413.238027
matrixMul(Global),800,600,388193.172475,420338.630254
matrixMul(Global),700,500,383844.902831,433797.694972
matrixMul(Global),1000,700,390869.938000,425461.306571
matrixMul(Global),600,400,387606.212175,448315.474714
matrixMul(Global),900,600,395124.085884,433805.237128
matrixMul(Global),800,500,393233.244250,445305.282635
matrixMul(Global),1000,600,408070.953844,446860.025196
matrixMul(Global),700,400,401425.062150,463774.647066
matrixMul(Global),900,500,403671.022369,461808.272528
matrixMul(Global),800,400,422514.362025,485029.329632
matrixMul(Global),1000,500,421877.865000,478196.137051
matrixMul(Global),900,400,444587.595834,506642.444884
matrixMul(Global),1000,400,471848.236625,529546.229589
mergeSort,400,1000,4991.750000,5269.652081
mergeSort,400,900,5068.125000,5280.161032
mergeSort,400,800,5244.750000,5359.986786
mergeSort,500,1000,5266.250000,5292.256448
mergeSort,500,900,5542.031250,5835.662909
mergeSort,400,700,5757.625000,6159.361331
mergeSort,600,1000,5805.750000,6195.756844
mergeSort,500,800,6104.375000,6553.536519
mergeSort,400,600,6744.250000,7202.203164
mergeSort,600,900,6375.000000,6880.043464
mergeSort,700,1000,6598.593750,7133.103758
mergeSort,500,700,7019.218750,7543.809890
mergeSort,600,800,7227.000000,7765.028222
mergeSort,700,900,7348.031250,7934.700418
mergeSort,400,500,8122.750000,8789.233239
mergeSort,800,1000,7469.500000,8066.362024
mergeSort,500,600,8303.593750,8871.870448
mergeSort,600,700,8326.500000,8906.952275
mergeSort,700,800,8329.343750,8957.844609
mergeSort,800,900,8349.750000,8987.334436
mergeSort,900,1000,8338.218750,9019.850886
mergeSort,400,400,10394.750000,11259.124894
mergeSort,500,500,10106.562500,10833.014803
mergeSort,600,600,9902.625000,10554.823896
mergeSort,700,700,9659.562500,10302.160234
mergeSort,800,800,9487.500000,10159.337288
mergeSort,900,900,9347.906250,10030.810475
mergeSort,1000,1000,9238.750000,9944.482302
mergeSort,1000,900,10326.562500,11084.305427
mergeSort,900,800,10639.406250,11363.777854
mergeSort,800,700,11007.750000,11681.666233
mergeSort,700,600,11529.218750,12185.702209
mergeSort,600,500,12102.187500,12898.432688
mergeSort,500,400,12941.250000,13949.994422
mergeSort,1000,800,11801.562500,12541.031483
mergeSort,900,700,12370.218750,13063.395308
mergeSort,800,600,13147.000000,13854.820016
mergeSort,700,500,14143.281250,14990.268868
mergeSort,1000,700,13729.687500,14456.408548
mergeSort,600,400,15592.125000,16607.793072
mergeSort,900,600,14849.437500,15492.772828
mergeSort,800,500,16140.000000,17043.336899
mergeSort,1000,600,16467.812500,17124.873988
mergeSort,700,400,18229.750000,19287.830564
mergeSort,900,500,18193.781250,19098.176738
mergeSort,800,400,20837.250000,22050.305204
mergeSort,1000,500,20258.125000,21191.884138
mergeSort,900,400,23501.531250,24665.963968
mergeSort,1000,400,26119.687500,27308.956112
nn,400,1000,2164.621561,1432.681923
nn,400,900,2172.081167,1478.462273
nn,400,800,2170.308413,1714.511414
