kernel,coreF,memF,real,predict,error
scanScanExclusiveShared,1900,4000,11744.351527,11707.682588,0.003122
scanScanExclusiveShared,2000,4000,12397.619940,12326.888993,0.005705
sortingNetworks,1600,5500,45006.835727,43361.033780,0.036568
sortingNetworks,1700,5500,45273.139994,43359.528439,0.042268
sortingNetworks,1600,5000,45110.407668,43360.768422,0.038786
sortingNetworks,1800,5500,45046.865009,43364.102658,0.037356
sortingNetworks,1700,5000,45275.034432,43366.027307,0.042165
sortingNetworks,1900,5500,46087.054764,43366.750679,0.059025
sortingNetworks,1600,4500,45031.967127,43374.562594,0.036805
sortingNetworks,1800,5000,45489.320641,43369.738048,0.046595
sortingNetworks,2000,5500,46499.804652,43362.997592,0.067458
sortingNetworks,1700,4500,45351.061831,43374.403260,0.043586
sortingNetworks,1900,5000,45471.169544,43381.602604,0.045954
sortingNetworks,1600,4000,45159.413814,43379.612516,0.039412
sortingNetworks,1800,4500,45545.413282,43378.620121,0.047574
sortingNetworks,2000,5000,46214.337094,43380.234735,0.061325
sortingNetworks,1900,4500,45928.133240,43382.223984,0.055432
sortingNetworks,1700,4000,45087.257118,43390.421193,0.037634
sortingNetworks,2000,4500,45798.599437,43389.408389,0.052604
sortingNetworks,1800,4000,45122.730544,43393.976461,0.038312
sortingNetworks,1900,4000,45437.349808,43402.457340,0.044785
sortingNetworks,2000,4000,45446.856071,43402.570096,0.044982
transpose,1600,5500,2644.816767,2129.082789,0.194998
transpose,1700,5500,2826.195982,2238.907977,0.207802
transpose,1600,5000,2968.594802,2326.722031,0.216221
transpose,1800,5500,3013.914172,2350.104698,0.220248
transpose,1700,5000,3168.757450,2448.712741,0.227233
transpose,1900,5500,3192.598110,2458.389922,0.229972
transpose,1600,4500,3220.654709,2569.401443,0.202211
transpose,1800,5000,3377.157290,2572.430258,0.238285
transpose,2000,5500,3388.304088,2572.588409,0.240745
transpose,1700,4500,3434.115891,2705.595708,0.212142
transpose,1900,5000,3579.595974,2692.871135,0.247716
transpose,1600,4000,3703.684368,2885.715934,0.220853
transpose,1800,4500,3658.271219,2844.330311,0.222493
transpose,2000,5000,3789.955864,2815.489093,0.257118
transpose,1900,4500,3877.072015,2980.215261,0.231323
transpose,1700,4000,3952.686185,3041.953028,0.230409
transpose,2000,4500,4107.473102,3119.639291,0.240497
transpose,1800,4000,4209.650901,3199.397669,0.239985
transpose,1900,4000,4461.581410,3357.147267,0.247543
transpose,2000,4000,4643.085934,3466.437126,0.253420
vectorAdd,1600,5500,2356.519263,2757.490358,0.170154
vectorAdd,1700,5500,2519.650338,2902.796794,0.152063
vectorAdd,1600,5000,2640.731651,3023.711302,0.145028
vectorAdd,1800,5500,2667.555978,3041.730214,0.140269
vectorAdd,1700,5000,2803.684942,3188.731243,0.137336
vectorAdd,1900,5500,2825.556156,3196.830413,0.131399
vectorAdd,1600,4500,2907.886008,3354.936966,0.153737
vectorAdd,1800,5000,2975.617734,3352.206306,0.126558
vectorAdd,2000,5500,2989.952233,3349.145033,0.120133
vectorAdd,1700,4500,3089.741146,3544.557032,0.147202
vectorAdd,1900,5000,3158.342933,3519.991601,0.114506
vectorAdd,1600,4000,3335.636231,3784.723086,0.134633
vectorAdd,1800,4500,3296.426905,3733.113010,0.132473
vectorAdd,2000,5000,3314.364064,3667.781357,0.106632
vectorAdd,1900,4500,3477.589182,3918.836703,0.126883
vectorAdd,1700,4000,3551.041775,4000.781606,0.126650
vectorAdd,2000,4500,3675.703767,4108.017172,0.117614
vectorAdd,1800,4000,3781.938414,4218.792468,0.115511
vectorAdd,1900,4000,3987.142489,4442.144117,0.114117
vectorAdd,2000,4000,4219.936099,4672.613925,0.107271
