appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,sm_efficiency,warp_execution_efficiency,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_fp_64,inst_executed,inst_per_warp,ipc
SobolQRNG,1300,3100,input00,sobolGPU_kernel,0.7507699999999999,(1 1000 1) (64 1 1),2000.0,0.952550,0.9793000000000001,1.0,1.784468,1.0,1047000,0.16116999999999998,8000,8.000000,163.24,4096000,4.000000,0.5,8253,0.49782,4090362,164.25,10428,0.38433,4096006,164.11,1036000,164.96,1.000000,1000,0.16116999999999998,1.000000,0.16308,4000,164.45,165.17,0.5,0.16212000000000001,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.425377
SobolQRNG,1300,3600,input00,sobolGPU_kernel,0.65659,(1 1000 1) (64 1 1),2000.0,0.947708,0.9778,1.0,2.112746,1.0,1047000,0.18692,8000,8.000000,186.65,4096000,4.000000,0.5,7787,0.55027,4090618,188.69,6232,0.72002,4096006,188.25,1036000,188.73,1.000000,1000,0.18501,1.000000,0.18692,4000,188.63,189.07,0.5,0.18597,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.653724
SobolQRNG,1300,3900,input00,sobolGPU_kernel,0.6082799999999999,(1 1000 1) (64 1 1),2000.0,0.943492,0.9745999999999999,1.0,2.312572,1.0,1047000,0.19932,8000,8.000000,200.47,4096000,4.000000,0.5,13504,0.83923,4089552,202.14,19720,0.47302,4096006,200.58,1036000,203.42,1.000000,1000,0.20027,1.000000,0.20123,4000,202.94,202.85,0.5,0.19932,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.793708
SobolQRNG,1500,2100,input00,sobolGPU_kernel,1.1315,(1 1000 1) (64 1 1),2000.0,0.969308,0.9804,1.0,0.944483,1.0,1047000,0.10777,8000,8.000000,107.73,4096000,4.000000,0.5,16004,0.6609,4091055,109.68,10419,0.97466,4096006,109.81,1036000,109.55,1.000000,1000,0.10586,1.000000,0.10872,4000,109.84,109.61,0.5,0.10681,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,0.832117
SobolQRNG,1500,2600,input00,sobolGPU_kernel,0.89924,(1 1000 1) (64 1 1),2000.0,0.962679,0.9809,1.0,1.225069,1.0,1047000,0.13541999999999998,8000,8.000000,135.27,4096000,4.000000,0.5,20003,0.92316,4090539,137.19,25724,0.83447,4096006,137.54,1036000,137.55,1.000000,1000,0.13351,1.000000,0.13638,4000,137.96,137.62,0.5,0.13351,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.064250
SobolQRNG,1500,3100,input00,sobolGPU_kernel,0.74813,(1 1000 1) (64 1 1),2000.0,0.957306,0.9801000000000001,1.0,1.518001,1.0,1047000,0.16308,8000,8.000000,163.63,4096000,4.000000,0.5,19676,0.8401900000000001,4090696,164.94,30924,0.42343000000000003,4096006,165.48,1036000,165.74,1.000000,1000,0.16022,1.000000,0.16403,4000,164.74,165.09,0.5,0.16022,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.271711
SobolQRNG,1500,3600,input00,sobolGPU_kernel,0.65363,(1 1000 1) (64 1 1),2000.0,0.953696,0.9779000000000001,1.0,1.777997,1.0,1047000,0.18597,8000,8.000000,186.83,4096000,4.000000,0.5,7964,0.76771,4090310,188.49,8166,0.31662,4096006,188.47,1036000,189.86,1.000000,1000,0.18311000000000002,1.000000,0.18787,4000,189.26,189.15,0.5,0.18597,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.455241
SobolQRNG,1500,3900,input00,sobolGPU_kernel,0.59841,(1 1000 1) (64 1 1),2000.0,0.950181,0.9761,1.0,2.016226,1.0,1047000,0.20313,8000,8.000000,204.53,4096000,4.000000,0.5,6804,0.51212,4090747,206.03,26251,0.25082,4096006,206.11,1036000,206.28,1.000000,1000,0.20123,1.000000,0.20599,4000,206.06,206.17,0.5,0.20218,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.596309
SobolQRNG,700,2100,input00,sobolGPU_kernel,1.1622,(1 1000 1) (64 1 1),2000.0,0.947695,0.9784,1.0,2.222756,1.0,1047000,0.10395,8000,8.000000,105.77,4096000,4.000000,0.5,7582,0.72193,4090406,106.53,12597,0.81062,4096006,107.56,1036000,107.16,1.000000,1000,0.10395,1.000000,0.10586,4000,106.66,106.98,0.5,0.10300000000000001,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.716057
SobolQRNG,700,2600,input00,sobolGPU_kernel,0.93938,(1 1000 1) (64 1 1),2000.0,0.934168,0.9747,1.0,2.919039,1.0,1047000,0.12969999999999998,8000,8.000000,129.87,4096000,4.000000,0.5,16544,0.71335,4090398,131.02,14717,0.6504099999999999,4096006,130.82,1036000,132.01,1.000000,1000,0.12875,1.000000,0.13065000000000002,4000,131.63,131.85,0.5,0.12589,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,2.146760
