DRAMA,FP16A,FP32A,FP64A,SMACT,SMOCC,TENSO,argNo,average_power,benchmark,core_frequency,kernel,memory_frequency,time
0.1637117117117118,0.0,0.12518918918918917,0.0,0.8975855855855863,0.7366486486486485,0.0,input000,60.318799999999996,mergeSort,502,mergeSortSharedKernel,877,6.935662
0.18145535714285702,0.0,0.11535714285714284,0.0,0.8959196428571435,0.7328214285714283,0.0,input000,64.53880000000001,mergeSort,600,mergeSortSharedKernel,877,6.231906
0.2692477064220181,0.0,0.1430366972477064,0.0,0.8985137614678909,0.732770642201835,0.0,input000,81.2581,mergeSort,705,mergeSortSharedKernel,877,4.217113
0.3339910714285714,0.0,0.15783035714285717,0.0,0.9040089285714293,0.7413035714285713,0.0,input000,92.9468,mergeSort,802,mergeSortSharedKernel,877,3.368622
0.3954954954954958,0.0,0.15727927927927926,0.0,0.9002972972972979,0.7385585585585583,0.0,input000,105.54849999999999,mergeSort,945,mergeSortSharedKernel,877,2.842663
0.5007179487179488,0.0,0.2808290598290598,0.0,0.8901025641025643,0.8252564102564097,0.0,input000,135.3854,nnForward,1087,bpnn_layerforward_CUDA,877,0.16141
0.5005897435897434,0.0,0.2937521367521367,0.0,0.8835213675213682,0.8195128205128196,0.0,input000,135.2617,nnForward,1102,bpnn_layerforward_CUDA,877,0.160029
0.5233057851239666,0.0,0.26982644628099167,0.0,0.8854049586776864,0.8241570247933879,0.0,input000,162.22410000000002,nnForward,1237,bpnn_layerforward_CUDA,877,0.15084
0.5548032786885242,0.0,0.2553524590163932,0.0,0.8721721311475419,0.8150901639344255,0.0,input000,193.76340000000002,nnForward,1380,bpnn_layerforward_CUDA,877,0.143591
0.1198053097345131,0.0,0.3503628318584071,0.0,0.9581150442477868,0.9042743362831854,0.0,input000,50.5159,nnForward,405,bpnn_layerforward_CUDA,877,0.696079
0.1882413793103448,0.0,0.2342931034482759,0.0,0.9271724137931019,0.8768275862068976,0.0,input000,68.2428,nnForward,502,bpnn_layerforward_CUDA,877,0.436678
0.2065913043478258,0.0,0.21924347826086968,0.0,0.929800000000001,0.8792173913043483,0.0,input000,70.65719999999999,nnForward,600,bpnn_layerforward_CUDA,877,0.398053
0.3168166666666668,0.0,0.28030833333333305,0.0,0.9082250000000008,0.8456666666666668,0.0,input000,92.5798,nnForward,705,bpnn_layerforward_CUDA,877,0.255951
0.3856982758620689,0.0,0.30043103448275893,0.0,0.8987758620689663,0.8311982758620686,0.0,input000,103.8808,nnForward,802,bpnn_layerforward_CUDA,877,0.210119
0.4589354838709677,0.0,0.31170161290322523,0.0,0.8922258064516138,0.8240564516129031,0.0,input000,117.7566,nnForward,945,bpnn_layerforward_CUDA,877,0.175993
0.06736111111111114,0.0,0.036324074074074064,0.0,0.7938055555555562,0.2581944444444446,0.0,input000,71.2988,quasirandomGenerator,1087,quasirandomGeneratorKernel,877,1.2745
0.06769369369369355,0.0,0.036009009009009,0.0,0.7955585585585594,0.2586216216216216,0.0,input000,72.9787,quasirandomGenerator,1102,quasirandomGeneratorKernel,877,1.2585
0.07605454545454537,0.0,0.035509090909090886,0.0,0.7901090909090909,0.25700000000000023,0.0,input000,85.87610000000001,quasirandomGenerator,1237,quasirandomGeneratorKernel,877,1.1205
0.08473451327433637,0.0,0.03551327433628315,0.0,0.7825221238938057,0.254274336283186,0.0,input000,106.36449999999999,quasirandomGenerator,1380,quasirandomGeneratorKernel,877,1.003
0.013037383177570073,0.0,0.034523364485981305,0.0,0.7750747663551398,0.25195327102803733,0.0,input000,33.3057,quasirandomGenerator,405,quasirandomGeneratorKernel,877,6.499
0.030945945945945984,0.0,0.03593693693693691,0.0,0.7953243243243249,0.2585135135135139,0.0,input000,43.742399999999996,quasirandomGenerator,502,quasirandomGeneratorKernel,877,2.7615
0.036839285714285665,0.0,0.03578571428571427,0.0,0.7895625,0.2567232142857144,0.0,input000,47.4295,quasirandomGenerator,600,quasirandomGeneratorKernel,877,2.309
0.04382568807339447,0.0,0.03590825688073392,0.0,0.7931834862385325,0.2582477064220185,0.0,input000,51.96560000000001,quasirandomGenerator,705,quasirandomGeneratorKernel,877,1.97
0.04976991150442468,0.0,0.03574336283185834,0.0,0.7936371681415931,0.2583274336283187,0.0,input000,55.4505,quasirandomGenerator,802,quasirandomGeneratorKernel,877,1.724
0.05848214285714293,0.0,0.034982142857142844,0.0,0.7946339285714293,0.25849999999999995,0.0,input000,61.46410000000001,quasirandomGenerator,945,quasirandomGeneratorKernel,877,1.464
0.3345545454545459,0.0,0.2606818181818179,0.0,0.9815999999999996,0.8763454545454549,0.0,input000,113.79599999999998,reduction,1087,reduce2_float,877,0.89102
0.338401869158878,0.0,0.2674579439252333,0.0,0.9821308411214955,0.876943925233644,0.0,input000,115.22649999999999,reduction,1102,reduce2_float,877,0.879606
0.3776727272727273,0.0,0.26646363636363635,0.0,0.9803727272727261,0.8760181818181819,0.0,input000,140.87560000000002,reduction,1237,reduce2_float,877,0.788756
0.41937962962962927,0.0,0.25799999999999995,0.0,0.9780833333333322,0.8744814814814815,0.0,input000,174.0899,reduction,1380,reduce2_float,877,0.710287
